SrcDatabase-来源库	Title-题名	Author-作者	Organ-单位	Source-文献来源	Keyword-关键词	Summary-摘要	PubTime-发表时间	FirstDuty-第一责任人	Fund-基金	Year-年	Volume-卷	Period-期	PageCount-页码	CLC-中图分类号	URL-网址	DOI-DOI
CJFD2020	基于文献计量的国内分级诊疗制度研究现状分析	张鸿飞;胡奇志;	贵州中医药大学;	大众标准化	分级诊疗;;Citespace;;文献计量	"目的:分级诊疗制度是深化医药卫生体制改的重要抓手,了解分级诊疗制度的研究现状和研究热点,为做好相关研究提供参考和借鉴。方法:运用Citespace可视化分析软件对CNKI中收录的有关""分级诊疗""的文献进行可视化分析,分别从作者、机构、关键词等方面进行共现分析,进而综合分析该领域的研究现状。结果:该领域的研究数量随着政策的推进仍然处于递增状态,但在作者和研究机构两个维度都存在相对比较分散,合作较少的情况。结论:文献数量逐年增多,研究热点不断细化,应在地区之间、作者之间、机构之间加强合作,并在研究成果上进一步提升。"	2020-10-23	张鸿飞;		2020		20	207-210	R197.1;G353.1		
DKFX2020	分级诊疗及家庭医师团队模式下社区糖尿病管理研究	谌佳英;杨洪珍;李亚丽;王征;	北京市西城区广外社区卫生服务中心;首都医科大学宣武医院神经外科;	中国预防医学杂志	分级诊疗;;家庭医师;;糖尿病;;社区;;血糖;;血脂;;血压	"目的探究分级诊疗及家庭医师团队模式下社区糖尿病管理效果。方法选取164例糖尿病患者作为研究对象,其中接受分级诊疗及家庭医师团队模式进行管理的89例糖尿病患者作为观察组,按照传统模式管理的75例为对照组。比较两组患者依从性、血糖、血脂、血压及健康知识知晓情况。结果干预后3个月、干预后1年,观察组患者的依从性得分分别为(6.35±2.05)分和(7.19±2.54)分,均高于对照组(5.39±1.17)分和(5.87±1.21)分,差异有统计学意义(P0.05)。结论分级诊疗及家庭医师团队模式对社区糖尿病的管理效果更好,可有效提高患者的疾病知识的知晓率,促进其健康行为建立与维持,并对血糖、血脂及血压进行有效控制。"	2020-10-21 16:52	谌佳英;		2020	21	10	1143-1148	R473.2	https://kns.cnki.net/kcms/detail/11.4529.R.20201021.0848.012.html	10.16506/j.1009-6639.2020.10.015
CJFD2020	自贡市区域检验中心检验结果互认体系的建立和运用	殷明刚;杨新春;徐雪梅;刘伟平;张春平;曹成建;	自贡市第一人民医院检验科;四川卫生康复职业学院检验系;四川大家医学检测有限公司;	成都医学院学报	区域检验中心;;区域共建实验室;;检验结果互认;;分级诊疗;;医疗管理	"区域检验中心是检验医学发展的方向,也是国家医疗政策的导向。本研究以自贡市临床检验质量控制中心为主体,构建全市检验结果互认体系和区域共建实验室内结果互认体系,创新性地将两者互相融合,并进行管理体制创新,实施互认成员单位纳入与退出机制,构建基于自贡市区域检验中心的检验结果互认体系。此体系的建立让老百姓以基层价格享受三甲医院优质的医疗服务,避免患者重复检查,降低医疗费用,提高医疗资源利用效率;促使更多的常见病、多发病患者到基层医疗卫生机构就诊的良性循环,使国家分级诊疗制度得到切实推进。"	2020-10-21 15:40	殷明刚;	四川省卫生计生委科研项目（No:17PJ526）;; 自贡市重点科技计划项目（No:2017SF09）	2020	15	06	796-800	R197.1	https://kns.cnki.net/kcms/detail/51.1705.R.20201021.1436.012.html	
CJFD2020	三级综合医院全科医学科在分级诊疗中的作用及实践探索	赵英帅;王勇;刘晓宇;史威力;郭蒙蒙;王留义;	河南省人民医院全科医学科;	中国毕业后医学教育	三级综合医院;;全科医学;;全科医师;;分级诊疗;;双向转诊	"分级诊疗制度的构建和完善,是合理配置医疗资源,深化医药卫生体制改革,建立中国特色基本医疗卫生制度的重要举措。随着分级诊疗制度在中国的逐步开展,各级医院应积极响应,共同建立""基层首诊、双向转诊、急慢分治、上下联动""模式,落实分级诊疗政策。全科医师是居民健康的""守门人"",也是分级诊疗过程的直接参与者。三级综合医院拥有强大的人才队伍,完善的临床、教学、科研体系,依托综合医院建立全科医学科,对培养合格的全科医学人才、落实分级诊疗政策具有重要意义。因此,在三级综合医院设置全科医学科是我国全科医学发展的必然趋势,也是适合中国国情的一项重要发展战略。本研究通过剖析综合医院设置全科医学科在分级诊疗中的必要性,旨在探讨河南省人民医院全科医学科在分级诊疗中的举措和成果,以进一步阐述综合医院全科医学科在分级诊疗中的地位和作用。"	2020-10-20	赵英帅;	河南省医学科技攻关计划项目(2018020407)	2020	4	05	407-410	R197.3		
DKFX2020	济宁市任城区居民基层首诊意愿及影响因素分析	田壮;翟敏;唐文菲;	济宁医学院公共卫生学院;济宁众和社区卫生服务中心;	中国农村卫生事业管理	基层首诊;;意愿;;分级诊疗	"目的了解济宁市任城区居民基层首诊意愿及影响因素。方法采用方便抽样方法,基于自行设计的结构式调查问卷展开面对面询问调查,收集到有效问卷242份。采用χ~2检验、Logistic回归分析居民基层首诊意愿影响因素。结果济宁市任城区发生常见病时,居民基层首诊意愿为69.0%,其中城镇居民基层首诊意愿为45.8%,农村为91.7%。多因素分析显示,仅文化程度、慢性病家族史对基层首诊意愿有影响(P<0.05)。结论医保政策在增强基层首诊吸引力方面尚未充分发挥作用。可抓住健康扶贫、医联体建设的契机,提升基层服务能力,关注医疗服务的连续性,增强基层卫生服务对文化程度较高人群的吸引。为更多更好地留住慢性病人群在基层,可实施以加强慢性病人群医疗卫生服务为重点的基层就医引导策略。"	2020-10-20	田壮;	2020年度济宁市哲学社会科学规划项目(20JSGX018)	2020	40	10	697-699+705	R197.1		
DKFX2020	中部地区县乡医生与居民常见病就诊机构选择差异分析	李云萧;高红霞;湛大顺;张研;	华中科技大学同济医学院医药卫生管理学院;湖北省人文社科重点研究基地农村健康服务研究中心;	中国农村卫生事业管理	分级诊疗;;常见病;;就诊机构;;认知	"目的调查中部地区县乡医生及居民对常见病就诊机构选择的认知差异,探讨患者分流、疾病分诊的现状与难点。方法采用典型整群抽样调查了华中地区安徽定远、河南息县、河南淮滨3个县区的7家县级医院和20家乡镇卫生院的医生;整群抽取了定远、息县居民开展调查。调查县乡医生及居民的基本信息以及其对多种常见病就诊机构的认知,有效问卷共1 099份,对比分析彼此差异及与指南的偏差。结果县级医生对急性阑尾炎、劳累性心绞痛和肺源性心脏病的认知与指南推荐就诊机构不相符合且有偏高趋势;乡镇医生对于小儿肺炎的认知与指南推荐就诊机构不相符合且有偏低趋势;居民对正常分娩、腰椎间盘突出、急性阑尾炎的认知与指南推荐就诊机构不相符合且有偏高趋势。对于相同常见病,县级医生在慢性支气管炎(P=0.028)的认知符合度上低于乡镇医生,在正常分娩(P<0.001)的认知符合度上比居民高,在小儿肺炎(P<0.001)上低于居民。结论县乡医生和居民对常见病就诊机构认知与指南相比较都存在一定偏差,存在县级医生推荐偏高、乡镇医生主观截留患者的情况。居民各种疾病都普遍选择到县级医院就诊,存在就诊趋高情况。"	2020-10-20	李云萧;	国家自然科学基金面上项目(71974046);; 中央高校基本科研业务费专项基金(2018KFYYXJJ064)	2020	40	10	700-705	R197.1		
CJFD2020	流动人口跨省异地就医困局的缘起、政策分析与制度破解	刘璐婵;	南京邮电大学社会与人口学院;	四川轻化工大学学报(社会科学版)	流动人口;;异地就医;;医疗保障;;健康中国;;统筹层次;;分级诊疗	"在人口流动日益普遍的时代背景下,非参保地医疗资源的可及可得与跨省流动人口医疗需求的矛盾愈发突出,如何破解跨省流动者异地就医的困局成了亟待研究的问题。由于流动人口的家庭化与老龄化催生异地就医诉求,同时医疗资源分布的失衡加剧异地就医导向,加之过低的基本医疗保险基金统筹层次阻碍医疗费用即时结算,流动人口跨省异地就医困局逐步形成。通过分析流动人口跨省异地就医政策发现,当前政策的破局得益于信息化技术对制度壁垒的消解,政策的推进得益于流动人口不断突破资格限制并获得健康保障权利,政策的落地则归功于高位推动和地方合作。然而,当前流动人口跨省异地就医仍然面临多重挑战。首先,由于基本医疗保险基金的统筹层次仍旧偏低、基金支付的压力在地区间出现不平衡、医保支付方式改革增加结算难度以及跨省就医对欠发达地区的医保基金形成虹吸等原因,现行的医保基金管理制度仍然限制着异地就医费用的结算。其次,由于依托分级诊疗的异地就医秩序尚未建立,且异地就医结算系统忽视流入地的疾病谱因素,因此当前的异地就医制度未能结合并有序利用流入地医疗资源。再次,随着国家异地就医结算平台压力不断增大,且跨省异地就医备案流程冗长并手续繁琐,导致当前技术平台与管理服务有待升级。因此,需要借助以下三个途径破解流动人口跨省异地就医困局:途径一是打破""制度碎片化—统筹层次低""的逻辑链条,通过建立国民健康保险,从顶层设计上实现医保制度的一体化,消除异地困境。途径二是主动结合流入地的医疗资源,并依托流动人口基层首诊、优先结算社区门诊慢性病治疗费用等激励机制,在跨省流动人口群体中构建异地就医秩序,引导流动人口有序就医,最终合理有序地利用流入地医疗资源。途径三是通过强化结算系统数据承载与共享功能,实现备案过程的简便化和手段的电子化,以完善数字化服务,提升流动人口服务体验。"	2020-10-20	刘璐婵;	国家社会科学基金项目（19FGLB072）	2020	35	05	31-47	C924.2;R197.1		
CJFD2020	5G远程超声诊断：提升医疗质量、安全和可及性	康辉;伍利;熊奕;赵文瑞;陈芳;	深圳华大生命科学研究院;深圳华大智造科技有限公司;深圳市罗湖区人民医院;	医学与哲学	第五代移动通信技术;;超声;;机器人;;远程医疗;;分级诊疗;;多点执业	"回顾了5G远程超声诊断的技术特点和应用趋势,剖析受检者、医护人员及社会的获益与风险,认为5G远程超声诊断模式作为远程医疗全新应用,可以成为我国医联体资源共享的重要载体,有望改善医疗资源在基层和偏远地区时空分布不均,满足公共卫生疾病筛查、院前急救和隔离病房超声检查需求,提高医疗质量、安全和可及性。此外,针对衍生出的受检者-本地端-远程端三方权责关系治理挑战,以及未来直接面向消费者的健康管理新模式,提出运用医师多点执业制度、设备备案管理等措施予以规范的建议。"	2020-10-20	康辉;	2018年国家重点研发计划项目(2018YFC1002300)	2020	41	20	21-25	R445.1;R-05		
CJFD2020	以医疗联盟为载体构建分级诊疗模式的实践与探索	陆妹娟;	昆山市第一人民医院;	交通医学	分级诊疗;;医疗联盟;;双向转诊	"在医联体背景下,昆山市第一人民医院集团通过对区域医疗联盟资源的纵向整合,探索出昆山市第一人民医院集团医联体的""五联""医疗联盟合作模式,本文重点分析该模式在提高医疗救治和公共服务水平和提升优质资源等方面的成效以及医疗联盟的难点问题,并提出相应建议。"	2020-10-20	陆妹娟;		2020	34	05	540-542	R197.1		10.19767/j.cnki.32-1412.2020.05.033
CCND2020	发挥专门协商机构作用 助推健康驻马店建设		驻马店日报	驻马店日报	公共卫生服务;分级诊疗;乡镇卫生院;乡村医生;基层医疗服务;驻马店;		2020-10-19			2020			6	R197.1;D628		10.38333/n.cnki.nzmdb.2020.002029
CJFD2020	某三甲医院2011年-2018年日间手术中心病例特点分析	罗绰;黄明君;蒋静文;刘洋;戴燕;曾渝;	四川大学华西临床医学院;四川大学华西医院日间服务中心;四川大学华西护理学院;四川大学华西医院大数据中心;	中国病案	日间手术;;开展情况;;疾病谱;;分级诊疗	"目的分析某三甲医院日间手术中心2011年-2018年手术患者病例特点。方法对2011年1月1日-2018年12月31日某三甲医院日间手术中心在集中收治模式下的手术患者病例资料进行统计学分析。结果 8年期间共有病例数据56 789条,手术患者人数逐年增长。手术患者地区呈现以武侯区、成都市为中心向周围辐射的特点,在全国范围内,患者分布范围以四川省为中心逐渐向省外扩散,但仍然主要集中在以四川省为主的中国西部地区各省份。收治疾病前十病种依次为肠的其他疾病(9859例)、未特指的乳房肿块(9498例)、胆石症(8907例)、腹股沟疝(4554例)、声带和喉疾病不可归类在其他处者(4227例)、胃和十二指肠的其他疾病(3447例)、下肢静脉曲张(1426例)、乳房良性肿瘤(1155例)、肛门和直肠的其他疾病(1120例)、男性生殖器官的其他先天性畸形(909例)。结论该三甲医院日间手术中心手术人数逐年增长,患者来源以四川省成都市武侯区为中心向周围地区分散。目前日间手术的病种设置较为合理。今后可逐步尝试更高级别手术,以促进日间手术更好的良性发展。"	2020-10-18	罗绰;	国家自然科学基金青年科学基金项目(71804118)	2020	21	10	70-74	R197.323		
CJFD2020	跨区域医疗协作模式运行现状及管理实践研究	刘斐霞;黄国英;徐婕;袁琳;	复旦大学附属儿科医院;	现代医院管理	跨区域协作;;协作单位;;协作壁垒;;医院间合作	"对外交流与合作是推动医院发展的重要工作,相关负责部门作为协作交流的纽带和窗口,是提高协作效率的重要支撑。本文拟通过对A医院对外协作单位的运行和管理现状进行分析和研究,结合医院协作单位管理工作的主要工作内容和实际情况,找出协作医院管理中存在的问题和协作壁垒,并借鉴成熟规范的系统化管理模式和经验,为新形势下更科学有效管理医院间合作提供依据和参考。"	2020-10-18	刘斐霞;	上海市医院协会医院管理研究基金(201801123)	2020	18	05	40-43	R197.5		
DKFX2020	自贡市结核病分级诊疗及综合防治服务模式实施效果评价	宁柱;何金戈;张正东;谢艳;曹洪;李婷;胡屹;郑旭彬;	自贡市疾病预防控制中心;四川省疾病预防控制中心;复旦大学公共卫生学院流行病学教研室;	预防医学情报杂志	结核病;;服务模式;;实验室检测;;治疗管理;;效果评价	"目的评价2015-2018年自贡市结核病分级诊疗及综合防治服务模式的实施效果,为新时期结核病防控模式的改善提供科学依据。方法收集2015-2018年自贡市结核病专报系统中报告登记的结核病人的病案资料和实验室登记资料,按照2017年实施综合模式后分为实施前(2015-2016年)和实施后(2017-2018年)两组,对结核病患者的登记情况、诊断分型、健康管理及实验室检测结果等资料进行流行病学描述和统计分析。结果 2015-2018年,自贡市共登记活动性肺结核病人6 334例,其中综合服务模式实施前为3 360例,实施后为2 974例。活动性结核病报告发病率从实施前的61.1/10万下降到实施后的51.1/10万(P<0.01)。复治病人和肺空洞病人数占比较实施前有所升高(P<0.01),但患者的治疗成功率依旧保持上升趋势(实施后98.9%vs.实施前97.5%,P<0.01)。在结核病人转诊方面,结核病患者在定点医疗机构的治疗人数明显提升(实施后35.5%vs.实施前22.9%,P<0.01)。病原学阳性率(实施后35.5%vs.实施前22.9%)、初诊病人痰培养率(实施后27.1%vs.实施前11.8%)、活动性病人痰培养率(实施后57.9%vs.实施前24.9%)、活动性病人分子生物学检测率(实施后32.7%vs.实施前5.6%)及病原学阳性病人分子生物学检测率(实施后77.5%vs.实施前20.2%)均较综合服务模式实施前有显著升高(P<0.01)。结论自贡市结核病分级诊疗及综合防治服务模式自2017年启动后,实验室痰培养和分子生物学检测技术覆盖面不断扩大,活动性结核病患者病原学阳性数和阳性率显著上升,结核病人在定点医院就诊率提高的同时,转诊到位时间显著降低,健康管理率始终保持在较高水平,治疗管理更加规范有序,提示结核病分级诊疗及综合防治服务模式在结核病疫情控制中发挥了积极作用。"	2020-10-16	宁柱;	2017年自贡市重点科技计划项目(项目编号:2017SF12)	2020	36	10	1329-1334	R52		
CJFD2020	突发公共卫生事件下我国特大城市分级医疗救治设施的规划思考	李磊;陈道远;王国恩;张媛媛;	潍坊市规划编制研究中心;英国伦敦大学学院;武汉大学城市设计学院;	现代城市研究	公共卫生事件;;特大城市;;新型冠状病毒肺炎;;分级诊疗;;医疗救治设施规划	"武汉突发新型冠状病毒肺炎(COVID-19)疫情,后波及全国,各地相应启动了公共卫生事件一级响应机制进行疫情防控。面对大规模疫情,就诊慢、收治难等成为突出问题,许多专家学者提出分级诊疗应对的建议。分析我国分级诊疗模式特点、现行分级诊疗的掣肘,借鉴英美国家经验,提出了分级救治医疗设施规划应对措施,包括形成与城市空间结构契合的均衡的医疗设施空间布局规划体系;建立级次分明、分工明确、弹性有度的医疗设施救治设施体系;强化和提升次级医疗设施配置,提高建设标准,满足分级诊疗的要求;改变医疗资源""错配""现状,增强基层医疗机构资源配置。强调公共医疗设施共享性、基础性地位,作为规划应对,对医疗救治设施规划必须超前谋划,实施强制管控。"	2020-10-15	李磊;		2020		10	12-19	R197.1		
CJFD2020	深圳医改观察:AI为医改“开良方”	谢玮;	《中国经济周刊》;	中国经济周刊	社康中心;民营医疗机构;社会办医;社区健康服务中心;眼底筛查;医联体;就诊人次;深圳市眼科医院;分级诊疗;深圳市福田区;监管平台;	"今年是深圳经济特区建立40周年。作为改革开放的前沿阵地,深圳独特的改革土壤,曾创造了举世瞩目的""深圳速度""。如今,这个改革的""排头兵""又""先行"",在医疗卫生领域的改革同样""敢为人先""。日前,《中国经济周刊》记者前往深圳实地采访发现,围绕""三医联动""""分级诊疗""""创新监管""等命题,诸多做法都有不少亮点可寻。"	2020-10-15	谢玮;		2020		19	83-85	R197.1		
CJFD2020	肿瘤专科医院医联体运营助力恶性肿瘤分级诊疗制度建设	王志刚;冯继锋;	"江苏省肿瘤医院(江苏省肿瘤防治研究所,南京医科大学附属肿瘤医院)质量管理办公室;"	中国肿瘤外科杂志	分级诊疗;;医联体;;全民健康;;全面小康	"肿瘤专科医院医联体的建立能够促进区域内肿瘤医疗资源的融合与发展,使优质肿瘤资源在不同级别、不同层次的医疗机构之间高效利用。华东地区肿瘤医院联盟对助力华东地区分级诊疗制度的建设和发展,提升区域内恶性肿瘤防治水平,保障人民健康起到重要的作用。该文作者就华东地区肿瘤医院联盟工作的相关成效进行了介绍。"	2020-10-15	王志刚;		2020	12	05	385-386	R197.5		
DKFX2020	龙岩市结核病分级诊疗和综合防治模式试点成效分析	郑建莉;陈石生;张仕利;林文革;林小燕;周银发;	龙岩市疾病预防控制中心;福建省疾病预防控制中心;	海峡预防医学杂志	结核病;;分级诊疗;;综合防治;;疾病控制	"目的初步评价龙岩市结核病分级诊疗和综合防治模式试点实施效果。方法对试点前后主要指标完成情况进行分析。结果试点实施后,普通肺结核患者100.0%在定点医疗机构接受治疗;试点实施后各项指标完成情况良好:初诊患者查痰率98.8%(6 152/6 228)、病原学阳性率49.0%(528/1 078)、高危人群耐药筛查率82.4%(131/159)、新病原学阳性患者耐药筛查率90.2%(369/409)、病原学阳性患者分子生物学耐药检测率91.7%(484/528)、耐多药患者纳入治疗率81.0%(47/58)。结论龙岩市结核病分级诊疗和综合防治服务模式试点成效显著,其经验可供推广应用。"	2020-10-15	郑建莉;	福建省卫生和计划生育委员会青年科研课题(No.2017-1-25)	2020	26	05	81-83	R52		
CJFD2020	政策促进还是政策摩擦?——医疗保险异地结算与分级诊疗的政策交互作用研究	钟玉英;王凯然;梁婷;	华南理工大学公共管理学院;华南理工大学;	公共行政评论	异地就医;;异地联网结算;;分级诊疗;;政策促进;;政策摩擦	"【问题】多项医疗公共政策之间可能存在相互作用,研究这种交互作用对完善公共政策相互作用理论、推进后续医改政策设计有重要意义。近年来医保异地联网结算与分级诊疗制度齐头并进,这两种政策间到底产生了政策促进还是政策摩擦?【方法】论文利用广东省A市B区城乡居民医保结算数据,有效样本达23万,对城乡居民前往异地三级医院住院就医人次和费用作卡方检验和方差分析,并运用PSM-DID模型分析政策间的影响。【发现】医保异地联网结算政策对分级诊疗制度产生了政策摩擦,即异地联网结算政策的实施推高了异地三级医院的就医人次,增加了患者前往异地三级医院的住院支出总额与个人支付费用。但异地联网结算政策对城乡居民医保基金的支付负担没有显著影响,且对总体上提升异地就医者的健康公平具有政策促进作用。【贡献】论文从公共政策相互作用理论视角,用PSM-DID等方法分析医疗卫生领域两项政策的相互作用,弥补了现有研究较少基于医保结算数据量化分析政策间相互作用的不足,为公共政策相互作用理论提供了医疗卫生政策领域的实证证据及改进建议;更为异地联网结算政策和分级诊疗制度的各自完善和相互协同提供了实证依据。"	2020-10-15	钟玉英;	广东省哲学社会科学“十三五”规划项目2019年度课题“政策交互效应视角下粤港澳大湾区异地就医制度优化研究”(GD19CZZ01);; 广州市哲学社会科学“十三五”规划2018年度课题(2018GZYB15);; 华南理工大学中央高校基本科研业务费专项资金资助(2015GD03)	2020	13	05	120-143+207-208	R197.1;F842.684		
CJFD2020	青海省海东市乐都区赵家寺村医疗救助现状及对策	祁永宁;	青海民族大学;	社会福利(理论版)	医疗救助;;政策实施;;分级诊疗	"文章聚焦青海省海东市乐都区赵家寺村,采用文献资料法及访谈调查法对该村的医疗救助实施现状进行了调查研究。就医疗救助政策、医疗救助类型及医疗救助资金保障三个方面,分析赵家寺村医疗救助实施中存在的问题。针对存在的医疗救助政策制定不完善、医疗救助政策知晓度低、大病救助定点医院救治压力大等问题,提出政府应制定科学完备的政策、加大医疗救助政策的宣传力度、减轻大病救助定点医院救治压力。"	2020-10-15	祁永宁;		2020		10	57-61	R197.1		
CJFN2020	成都市人民政府办公厅关于印发成都市深化医药卫生体制改革2020年下半年重点工作任务的通知		成都市人民政府办公厅;	成都市人民政府公报	医药卫生体制改革;医保局;深化医改;医疗服务价格;医保基金;医院绩效考核;成都市;短缺药品;医保支付方式;疾病防控;疾控机构;县域医共体;人民政府;	"成办发[2020]90号各区(市)县政府(管委会),市级有关部门:《成都市深化医药卫生体制改革2020年下半年重点工作任务》已经市政府同意,现印发你们,请结合实际,抓好贯彻落实。2020年9月27日成都市深化医药卫生体制改革2020年下半年重点工作任务为贯彻落实党中央、国务院和省委、省政府深化医药卫生体制改革各项部署,坚持以人民健康为中心,统筹推进深化医改与新冠肺炎疫情防治相关工作,把预防为主摆在更加突出位置,深化医疗、"	2020-10-15			2020		10	17-21	D625;R197.1		
CJFD2020	上海市浦东新区区属公立医疗机构糖尿病双向转诊现况调查研究	黄大志;丁以标;杜兆辉;	上海市浦东新区高桥社区卫生服务中心;上海市浦东新区上钢社区卫生服务中心;	中国全科医学	糖尿病;;双向转诊;;分级诊疗;;医疗机构;;卫生保健改革;;上海	"背景糖尿病是一种复杂的慢性、终身性疾病,糖尿病的治疗是一项长期并需要随着病情进展不断调整的管理过程,而落实糖尿病双向转诊对于医疗卫生资源的合理利用以及减轻患者家庭及国家负担有极为重要的作用。目的调查上海市浦东新区区属公立医疗机构医务人员对糖尿病双向转诊的认知和满意情况,为完善浦东新区分级诊疗和医联体建设提供参考依据。方法 2019年10月,以浦东新区区属所有公立医疗机构(7家二、三级医院和47家社区卫生服务中心)在职内分泌科医生和社区卫生服务中心全科医生为调查对象(n=621),采用自制调查问卷〔包括基本信息、对糖尿病患者双向转诊的了解情况(单选题)、对糖尿病患者双向转诊的相关原因和判定标准认识情况(多选题)、对糖尿病患者双向转诊的态度及满意度情况(单选题)〕进行调查,由调查对象通过问卷星自填完成。结果回收有效问卷590份,有效回收率为95.01%。调查对象对糖尿病双向转诊知晓率为82.88%(489/590);非常了解和比较了解糖尿病双向转诊制度的内容者占50.84%(300/590);非常了解和比较了解糖尿病双向转诊的标准者占54.92%(324/590);83.22%(491/590)的调查对象知道本单位有指定的双向转诊单位。不同职称调查对象对""是否了解糖尿病双向转诊制度""的选择情况比较,差异有统计学意义(P"	2020-10-14	黄大志;	2017年上海市卫生计生系统优秀学科带头人培养计划（2017BR053）;; 浦东新区卫生系统领先人才培养计划（PWRl2016-03）;; 浦东新区卫生系统重要薄弱学科项目（PWZbr2017-07）	2020	23	36	4567-4572	R587.1;R197.1		
CJFD2020	县域医共体试点村卫生室服务能力调查研究——以溧阳市某村卫生室为例	张爱静;卢佳月;王限;叶俊;	苏州大学政治与公共管理学院;温州医科大学;	中国初级卫生保健	县域医共体;;村卫生室;;服务能力;;溧阳市	"村卫生室在县域医共体互动体系中扮演平台托底角色,在保障农村居民身心健康上发挥着重要作用。为了解江苏省县域医共体试点村卫生室服务能力及发展状况,以溧阳市某村卫生室为主要研究对象,采用半结构式访谈法、个案分析法和归纳总结法,在分析说明溧阳市村卫生室服务能力现状的基础上,发现目前仍存在医疗可及性欠缺、服务可选性较弱、药品种类不足和技术水平不高等问题。并针对这些问题提出四点参考性建议:一是加快农村信息化进程,改善医疗服务可及性;二是加大政府财政投入力度,丰富服务供给内容;三是依据国家基本药物制度,补足基本药物种类;四是巩固夯实卫生人才队伍,提升医疗救治能力。"	2020-10-10	张爱静;	2019年度国家社科基金青年项目（19CGL061）	2020	34	10	35-38	R197.62		
CJFD2020	我国中老年患者基层就诊状况及其影响因素	陆草;关婷;姚克勤;张玲华;胡序怀;	深圳市卫生健康发展研究中心;	医学与社会	基层就诊;;分级诊疗;;中老年患者;;影响因素	"目的:分析我国45岁及以上患者基层就诊状况及其影响因素,探究基层首诊困境,为推进分级诊疗提供参考。方法:运用2013年和2015年中国健康与养老追踪调查数据描述中老年患者基本情况、卫生服务需要和基层就诊状况,采用logistic回归模型分析中老年患者基层就诊的影响因素。结果:中老年患者卫生服务需要上升。2013-2015年城市和农村中老年患者基层就诊率均下降,整体就诊率从64.58%下降到61.47%。家庭年人均消费支出较高(OR=0.61,P<0.01)不倾向到基层就诊。结论:我国中老年患者基层就诊推进缓慢,主要受个体因素和医疗服务可负担性影响,基层医疗机构尚未成为中老年患者慢病管理主体,其慢病管理作用需强化。"	2020-10-10	陆草;	"教育部人文社会科学重点研究基地重大项目“人口老龄化与养老服务体系建设研究”,编号为16JJD840009"	2020	33	10	59-64	R197.1		10.13723/j.yxysh.2020.10.012
CJFD2020	紧密型医联体下基层医疗机构应对新型冠状病毒肺炎的实践——以深圳市罗湖医院集团为例	宫芳芳;李文海;孙喜琢;	深圳罗湖医院集团;	中国初级卫生保健	紧密型医联体;;基层医疗机构;;新型冠状病毒;;疫情防控;;医疗联合体	"基层医疗卫生机构作为居民健康的""守门人"",在诊疗和疫情防控等方面发挥着至关重要的作用。随着新型冠状病毒感染的肺炎疫情的快速发展,我国的医疗卫生系统得到社会各界的广泛关注,各地区同时也出现了值得借鉴的经验和做法。广东省深圳市罗湖医院集团作为紧密型医疗联合体的代表,高度重视基层医疗机构的作用,通过完善防控组织建设、构建紧密型医联体防控流程、管理传染源、切断传播途径和保护易感人群等措施,积极应对新型冠状病毒肺炎的流行,取得了一定的成效,为深化分级诊疗制度改革打下了坚实基础,为我国医疗卫生事业发展提供了一定借鉴。"	2020-10-10	宫芳芳;		2020	34	10	18-21	R197.3		
CJFN2020	基于分级诊疗的公立医院补偿机制探析	虞凤凤;	杭州市红十字会医院;	经济管理文摘	公立医院;;补偿机制;;医保支付方式;;分级诊疗	"文章从取消药品加成后公立医院的补偿渠道入手,从市场和政府两个方面分析医疗服务价格、医保支付以及财政投入三种方式对不同类型公立医院的影响并进行分组。然后基于分级诊疗制度同质化资源服务管理方式对不同类型的公立医院设计差异化补偿机制。最后对该差异化补偿机制实施存在的困难予以分析和建议。"	2020-10-06	虞凤凤;		2020		19	119-120	R197.322		
CJFD2020	博弈论视角下社会办医疗机构加入医疗联合体研究	张贝贝;陶帅;路伟;李俊毅;陶红兵;	华中科技大学同济医学院医药卫生管理学院;	中国医院管理	社会办医疗机构;;博弈;;医疗联合体;;分级诊疗	"目前所推行的医疗联合体模式大多是公立医疗机构之间的联合,鲜有与社会办医疗机构的联合。以医疗联合体中公立医疗机构和社会办医疗机构为博弈双方,以双方是否真正合作为博弈点进行相关分析,发现公立医疗机构和社会办医疗机构各自的收益以及政府的支持和监管是影响两方行为策略的重要因素。在博弈的基础上,结合文献研究提出加强政府支持和监管、构建长效合作机制和社会办医疗机构提升技术能力等改进策略,为社会办医疗机构的发展以及医疗联合体的良好运行提供建议和参考。"	2020-10-05	张贝贝;	国家自然科学基金项目（71473099）	2020	40	10	36-38	R197.1		
