SrcDatabase-来源数据库	Title-篇名	Author-作者	Organ-单位	Source-文献来源	Keyword-关键词	Summary-摘要	PubTime-发表时间	Year-年	Period-期	URL-网址	DOI-DOI
CCND2019	市人大常委会关于对《市人民政府关于全市分级诊疗及相关医保工作情况的报告》的审议意见		包头日报	包头日报	审议意见;人民政府;《市人民政府关于全市分级诊疗及相关医保工作情况的报告》;分级诊疗;常委会;基层医疗机构;医联体;医保工作;		2019-12-20	2019			10.28037/n.cnki.nbtbr.2019.000247
CCND2019	市人民政府关于全市分级诊疗及相关医保工作情况的报告	市人民政府副市长 张斌	包头日报	包头日报	分级诊疗;医保工作;医联体;基层医疗机构;基层医疗卫生服务;医保基金;人民政府;		2019-12-20	2019			10.28037/n.cnki.nbtbr.2019.000249
CPFD2022	基于DRGs的缺血性脑卒中恢复期双向转诊下转标准的探索	韩佳炜;李琰华;	浙江中医药大学第二临床医学院;浙江中医药大学附属第二医院全科医学科;	2019年浙江省全科医学学术大会论文汇编	缺血性脑卒中恢复期;双向转诊;	"""脑卒中""又称""中风""、""脑血管意外""(cerebralvascularaccident,CVA)是一种以突然发病、迅速出现局限性或弥散性脑功能缺损为共同临床特征的急性脑血管疾病。脑卒中具有发病率高、复发率高、致残率高等特点,是我国首位死亡原因和成年人残疾的首要原因。虽然目前缺血性脑卒中的临床诊治取得了很大的进展,病死率也有所下降,但致残率仍然很高。因此,为了提高患者的生存质量和活动能力,减轻家庭和社会的负担,建立健全的脑卒中康复治疗体系十分必要。目前国内外研究关于脑卒中的康复治疗,主要涉及康复体系构建、早期康复干预时间及强度、并发症防治、心理干预、康复评定与治疗以及康复工程等方面,并提倡发展符合国情的""三级康复""。然而,目前国内缺乏统一规范的缺血性脑卒中康复临床路径,并且当患者在不同级别的康复机构之间就诊时,也没有统一规范的转诊标准。有专家提出将DRGs与双向转诊进行结合,通过DRGs严格规定不同疾病的诊疗指征和诊疗时间的特点,为指导不同医疗机构的医师实施转诊提供了相应的参考,从而构建规范、通用的双向转诊指标体系,合理配置医疗资源,实现患者就医的合理分流,最大限度地促进医疗服务的高效运转。国内有学者研究通过DRGs软件平台大数据,制定出一套下转标准,并落实临床,取得了一定的成效,为医院分级诊疗工作的开展提供了良好技术支撑,同时也证明了DRGs对双向转诊工作的可操作性与可持续性动态管理与监控具有实践意义。笔者通过计算机检索谷歌学术、PubMed、Medline、Cochrane Library、EMbase、中国知网、VIP、万方数据库等中英文数据库搜索40余篇文献,对运用DRGs方法制定缺血性脑卒中恢复期双向转诊下转标准的可行性进行探索。"	2019-12-13	2019			10.26914/c.cnkihy.2019.102636
CPFD2022	基于医联体模式下国内外双向转诊现状研究综述	俞玉珊;	宁波市第一医院全科医学科;	2019年浙江省全科医学学术大会论文汇编	医联体;;双向转诊;;分级诊疗	"双向转诊是实现分级诊疗,引导患者合理就医,提高卫生资源利用度的有效手段。国外发达国家的医疗体系比较成熟,医联体建设成熟,双向转诊工作实施比较完善。自我国开始实施医联体建设以来,双向转诊较前也有改善,但与国外医联体及双向转诊相比较,差距甚远。本文综述了国外发达国家的医联体双向转诊和我国目前医联体下双向转诊的现状,及近几年我国医联体下双向转诊取得的效果。希望通过借鉴国外相对成熟先进的实践经验,在医联体模式推动下双向转诊有更好的发展。"	2019-12-13	2019			10.26914/c.cnkihy.2019.102662
CPFD2022	基于医联体模式下社区居民对双向转诊的认知现状及分析	俞玉珊;	宁波市第一医院全科医学科;	2019年浙江省全科医学学术大会论文汇编	医联体;;双向转诊;;社区首诊	"目的探讨医联体模式下社区居民对双向转诊的认知情况以及影响因素。方法本研究采用抽样调查的方法,采用自制调查问卷,2017年9月至2017年12月抽取浙江省宁波市海曙区3个社区的部分居民进行调查。结果共发放问卷320份,回收有效问卷301份,有效率94.1%。调查结果显示,社区居民对医联体的了解程度为45.2%,对双向转诊的了解程度为64.5%,对双向转诊的认可程度为78.8%。多因素Logistic回归分析结果显示,文化程度、职业、健康状况、社区上转经历、医联体的了解程度、医联体满意度为社区居民双向转诊了解程度的影响因素(P<0.05);年龄、文化程度、月收入、社区首诊认可度、社区就诊记录、医联体了解程度、双向转诊便捷度、转诊连续性有利度为社区居民双向转诊认可程度的影响因素(P<0.05)。结论医联体的认知度是双向转诊的影响因素,对医联体越了解、对医联体越满意的居民对双向转诊的了解程度就越高,对医联体越了解的居民对双向转诊的认可程度也就越高。社区居民对双向转诊的了解程度尚可,但对于医联体的了解程度低,应该加强医联体及相关政策的宣传,提高居民对医联体的认知程度,通过促进医联体工作的开展,促进社区首诊以及双向转诊的顺利进行,最终促进分级诊疗的顺利实施。"	2019-12-13	2019			10.26914/c.cnkihy.2019.102663
CMFD2020	东莞市推进家庭医生签约服务的问题及对策研究	邝铄涵	广西师范大学	广西师范大学	东莞市;;家庭医生;;分级诊疗;;契约关系;;签约服务	"实施家庭医生签约服务,有助于充实基层医疗卫生服务模式,强化基层医疗卫生服务网络功能,是深化中国医药卫生体制改革的重要任务,也是新时代健康中国战略实施重要途径。从国家层面来说,家庭医生签约服务是让社区为居民做好基本医疗、公共卫生和健康管理服务,通过契约的方式约束全科医生团队的服务,让居民家庭对医改政策有实实在在的获得感,从而全面推动社区首诊、分级诊疗目标的实现;从医生团队来说,家庭医生签约服务以(全科)医生团队为依托,每个团队的成员由(全科)医生、社区护士、公共卫生医师和辅助人员等人员组成,农村地区则包括乡村医生,全方位的提高了家庭医生签约服务的规范化管理水平和服务质量。从居民家庭来说,家庭医生签约服务既为居民家庭提供了便利的、个性化和差异性的健康服务需求,又增强了居民家庭对健康知识的掌握程度,进而推动居民健康生活。中共十八届三中全会提出:“完善合理分级诊疗模式,建立社区医生和居民契约服务关系”的要求。随着中国医药卫生体制改革的纵深推进,如何实现基层首诊、分级诊疗、双向转诊,建立“小病在社区、大病到医院、康复回社区”的就诊模式,是缓解群众“看病难、看病贵”的关键,也是目前深化医改的重点和难点。本研究基于新公共管理理论和契约理论,并运用文献分析与访谈相结合的方法,通过梳理东莞市家庭医生签约服务存在家庭医生公共医疗卫生服务意识不强、家庭医生签约服务相关保障措施未细化落实、服务队伍能力参差不齐以及家庭医生签约服务出现“签”而不约现象等问题。面对东莞市家庭医生签约存在的诸多亟待改进的问题,通过深入剖析其背后的原因,本研究从制度规范、道德引导和技术保障三个层面提出了具体的政策建议,以满足东莞市居民家庭的差异化、个性化、智慧化的医疗健康服务需求,从而全面推动东莞市家庭医生签约服务的健康、可持续发展。"	2019-12-10	2019	04		10.27036/d.cnki.ggxsu.2019.000053
CJFN2019	互联网+助推社区血液净化中心发展	周贝柠;郑璇;周昌娥;殷莹;李莉;	湖北医药学院附属十堰市太和医院;	人人健康	血液净化;;社区血液净化中心;;医联体;;专科联盟;;互联网+平台;;质量控制;;同质化管理	"专科医联体发展是目前医疗改革过程中是的重要工作,社区血液净化中心是肾病专科医联体中最基础的医疗单元。基于信息系统建立起一套血透联盟互联网+平台的标准体系,以三级医院为目标,达到直接通过平台对社区血液净化中心的垂直管理。方法:以三级医院血液净化中心的临床业务流程为标准,系统旨在以慢性肾脏病管理为基础,充分融合互联网+服务的理念,系统流程包括医生端、大众端、第三方机构、医疗机构及运营管理端四个端口。结果:血透联盟互联网+平台以垂直管理、同质化发展、降运营成本、积累患者数据、挖掘其价值为导向,解决社区血透中心质量控制参差不齐、社区基层医护能力提升不足、医疗资源无法共享、分级诊疗实施困难等一系列问题。结论:血透联盟互联网+平台的形式,不仅有效地提高了工作效率,同时提升了医疗质量和血液透析的管理水平。"	2019-12-08	2019	23		
CPFD2022	超声实时远程会诊系统在基层医院分级诊疗的作用	薛念余;许幼峰;张盛敏;	宁波市第一医院;	2019年浙江省医学会超声医学学术大会论文汇编	分级诊疗;会诊系统;基层医院;	"目的探讨超声实时远程会诊系统在基层医院分级诊疗中的价值。方法收集在宁波市基层医院就诊经宁波市第一医院超声科专家实时远程会诊的412例患者,分析患者会诊结果,指导分级诊疗。结果 2017年4月至2018年9月共会诊患者412例;其中182例(44.2%)患者经会诊诊断明确不需要上级医院进一步处理,69例(16.7%)患者超声诊断明确需要上级医院专科处理;"	2019-12-06	2019			10.26914/c.cnkihy.2019.099558
CPFD2020	超声实时远程会诊系统在基层医院分级诊疗的作用	薛念余;	宁波市第一医院;	中国超声医学工程学会第十届全国超声治疗及生物效应医学学术大会论文汇编	超声检查;;远程;;会诊;;分级诊疗	"目的探讨超声实时远程会诊系统在基层医院分级诊疗中的价值。方法收集在宁波市基层医院就诊经宁波市第一医院超声科专家实时远程会诊的412例患者,分析患者会诊结果,指导分级诊疗。结果 2017年4月至2018年9月共会诊患者412例;其中182例(44.2%)患者经会诊诊断明确不需要上级医院进一步处理,69例(16.7%)患者超声诊断明确需要上级医院专科处理;105例(25.9%)患者因基层医院未开展该检查项目诊断不明确,需要上级医院超声科进一步检查;56例(13.6%)患者超声不能明确诊断,需要其它影像及实验室检查明确诊断。结论超声实时远程会诊服务系统可以有效提高基层医院超声诊断水准,协助实现分级诊疗,为部分患者减轻经济负担。"	2019-12-06	2019			10.26914/c.cnkihy.2019.015358
CDFD2023	中国分级诊疗制度实施效果研究	徐英奇	上海财经大学	上海财经大学	分级诊疗;;基层首诊;;健康;;家庭医疗经济负担;;效果	"我国卫生资源稀缺且配置低效,催生了“看病难、看病贵”这一长期困扰我国的重要民生问题,尤其小病大治、重复治疗、因病致贫、因病返贫等问题又进一步加重了解决的难度。国家从各个层面积极谋求破解之道,其中分级诊疗作为一种组织协调机制,可在深层次上解决现存的医疗资源配置和效率问题,《国务院办公厅关于推进分级诊疗制度建设的指导意见》(下称《意见》)中明确提出建立分级诊疗制度是合理配置医疗资源、促进基本医疗卫生服务均等化的重要举措,对提高人民健康水平具有重要意义,被认为是提高居民健康水平、解决“看病贵、看病难”的关键。然而分级诊疗作为国家推行的一项重要制度安排,关于分级诊疗实施效果的研究主要聚焦在地方案例研究和数学描述统计,缺少使用全国性微观数据库作为分析样本的研究。研究以经典理论为基础构建实证模型,运用大型微观数据库(CFPS),根据卫生经济学效果研究范畴,结合《意见》中分级诊疗制度的建设目的,重点分析分级诊疗对健康和家庭医疗经济负担两方面的影响,并实地调研东部发达省份和西部欠发达省份分级诊疗实施情况,结合国外经验提出政策建议。主要研究内容如下:第一,分级诊疗制度改善居民健康的效果研究。健康是医疗服务需求的最初动因,也是分级诊疗制度实行的根本目的,本研究在Grossman健康需求理论基础之上,构建分级诊疗与健康之间的分析模型,实证分析分级诊疗制度对居民健康水平的影响,重点关注了居民的自评健康、慢病健康和精神健康。第二,分级诊疗制度降低家庭医疗经济负担的效果研究。分级诊疗制度作为新医改中的重要组成部分,是解决“看病贵”问题的一剂良方。家庭医疗经济负担是居民自付医疗费用占家庭可支配收入或支出的比重,研究借助Andersen医疗服务利用模型,构建分级诊疗与家庭医疗经济负担之间的函数关系,通过两部模型法和工具变量法,研究基层首诊等分级诊疗因素对家庭医疗经济负担的影响。第三,分级诊疗制度典型地区案例研究。选取具有鲜明特征且具有学术意义的地区进行深入研究,对于整个分级诊疗制度效果研究是非常必要的。选取东部发达地区与西部欠发达地区作为案例对象,采取实地调研方式,获取第一手的信息数据,通过定量研究和定性分析,总结调研地区分级诊疗实施效果,为其他城市提供经验借鉴。第四,分级诊疗制度国际经验研究。我国分级诊疗制度起步晚,仍处于探索发展期,而国外一些发达国家已经形成了相对成熟的分级诊疗体系。中国有特殊的国情,需要制定符合中国实际的分级诊疗制度。选取国际上的典型国家如英国、德国和美国,围绕基层首诊、双向转诊和家庭医生三项内容,研究分级诊疗的实施经验,总结先进做法和成功要素。主要研究结论如下:第一,基层首诊显著提升居民健康水平,尤其对于精神健康和慢性病患者的健康具有改善作用。居民选择基层首诊能够10.1%提升居民自评健康水平,基层首诊提升居民精神健康和慢病健康的程度分别是11.3%和3.69%。基层首诊通过健康守门人制度,让家庭医生根据健康管理档案,及时对慢性病和精神疾病的人群健康干预,减少疾病发生概率,降低病情恶化风险。第二,基层首诊大幅降低家庭医疗经济负担。基层首诊是分级诊疗最主要的代表变量,本研究运用工具变量模型实证分析显示,选择基层首诊能大幅降低居民医疗经济负担,基层首诊引流居民到基层医疗卫生机构进行诊疗,基层医疗卫生机构相对收费低廉且免去其他交通等不必要的成本支出,能够降低居民医疗经济负担。第三,分级诊疗对弱势地区或弱势群体的健康改善作用更强。在城乡子样本分析中,基层首诊对农村居民的健康促进作用尤为明显,农村11.3%高于城市9.19%,医疗水平改善居民健康水平的程度也是乡村2.87%高于城市1.14%;在东中西部子样本分析中,到诊时间和医疗水平对健康的改善作用表现出中西部强于东部;在收入分层子样本分析中,低收入人群基层首诊10.8%高于中等基层9.62%和高收入人群6.39%,低收入群体在就诊意愿、医疗水平、对医生的信任度都表现出较强的敏感性。第四,家庭医生在健康管理和转诊服务作用明显。家庭医生是分级诊疗制度的重要内容,通过健康管理和上下转诊为居民提供健康保障,并降低家庭医疗经济负担。通过实证研究,家庭医生的信任程度和满意度都与健康正相关,在异质性分析中也同样具有很显著的影响。调研地区居民对家庭医生制度的认知度和签约率都较高,被调研对象对为自己提供诊疗服务的医生的信任程度平均得分为3.89分(满分5分),对家庭医生在健康管理和转诊服务的满意度较高。第五,医疗保险报销比例对家庭医疗经济负担有显著负向影响。从国外的经验来看,强制首诊的实现方式主要是通过医保报销来控制,双向转诊的对象选择也是通过费用额度来进行指引的。不同病患的报销结果影响家庭医疗经济负担程度显著不同,半年内有慢性病的居民是没有慢性病患者的2.0倍,一年内有住院经历的居民是没有住院经历的5.5倍,反映出居民在患病之后对于报销比例的高度敏感性。患慢性病和有住院经历的居民其发生的医疗费用一般较高,对于报销比例提高能够明显地影响其就诊选择。主要对策建议如下:第一,适度提高基层卫技人员诊疗水平。基层医疗卫生机构的软实力对于提升分级诊疗效果显著,基于分工定位应适当提升基层医疗卫生机构卫技人员诊疗水平,基层医疗卫生机构的服务能力要与其功能定位相匹配,而非越高越好。一方面,通过加大国家政策倾斜力度,鼓励院校开设全科医生专业,从根源上提高医生水平;另一方面,发展纵向医联体,鼓励高水平医生下沉到基层,通过传帮带手段促进医生资源双向流动,增强诊疗能力和诊疗水平,使其能够匹配起基础医疗、预防、保健、康复与健康教育等基本医疗卫生服务功能,担负起居民健康保护的第一层防线责任。第二,建立分级诊疗与健康扶贫长效机制。首先,建立新型医联体,将优质综合性医疗机构对接区域内的贫困地区基层医疗卫生机构,形成区域中心医院帮扶县医院、县医院帮扶乡镇卫生院的帮扶格局;其次,推动贫困人口“一对一”家庭签约服务,针对经济弱势群体实现家庭医生签约全覆盖,且每一个贫困家庭都有一个由乡村两级医疗卫生人员组成的专项服务团队对接;最后,对于中西部地区、农村地区以及一些低收入群体,在费用支付上,要考虑降低医疗费用,不设起付线,合理调整医疗保险支付保险比例或个人支付的上限。第三,用市场机制扩充家庭医生队伍。首先,引入私人医生加入家庭医生队伍,支持具备全科医师资质的执业医生开办全科诊所,并实行备案制,引入社会办医力量,私人医生能够发挥主观能动性;其次,大力推进医生和护士多点执业,允许医师定期在注册地点按照执业类别和执业范围从事执业活动;再次,大专院校要“认领”培育全科医生任务,完成临床实训基地和社区教学基地的实训,招生的前期可重点关注弱势地区生源,学校给予一定的招生倾斜政策,同时也鼓励学生毕业后返回生源地就业;最后,采用市场化有竞争力的薪酬留住家庭医生,制定最低薪酬水平,给予家庭医生在人员招聘、职称晋升、岗位聘用等方面与临床医学从业人员同等对待,并在职称评定和晋升方面制定额外的倾斜政策。第四,通过“互联网+”提高偏远地区医疗服务水平。一方面,建立和完善偏远地区医疗机构的信息化管理制度,偏远地区各级医疗机构与发达地区大医院信息互通,实现优势资源和信息技术的无缝对接;另一方面,借助远程医疗,加快分级诊疗领域的大数据和人工智能的推广和普及,建立远程会诊“基础网”,打造扁平化、零距离的远程医疗体系,让城市大医院与偏远地区医院连接,让大医院与偏远县乡村医疗机构连接,全面提升落后地区或医疗资源贫瘠地区的医疗服务能力。第五,提高居民大病和慢病基层就医费用报销比例。一方面,医疗保险报销在分级诊疗制度中具有中重要的“指挥棒”的作用,创新医保支付方式是促使居民自发“愿意去”基层医院的一个重要手段,根据分级诊疗的运行实际需求设置医保支付方式,全面支持参保居民与基层医疗卫生机构全科医师开展签约服务;另一方面,重点关注大病和慢病患者的报销比例,慢病是分级诊疗的切入口,大病又是造成居民因病致贫和因病返贫的关键因素,所以进一步提高慢病基层首诊和大病康复期转诊到基层阶段的报销比例具有重要意义。研究在如下几个方面尝试创新:第一,研究依据经典理论和模型,构建分级诊疗指标体系和实证分析模型,是现有经典理论和模型的拓展和新尝试。在Grossman健康需求理论和Andersen医疗服务利用模型基础之上,建立分级诊疗对居民健康影响模型和分级诊疗对家庭医疗经济负担影响模型。基于先决因素、使能因素和需求因素的体系框架,建立了分级诊疗影响因素体系,使得经典理论模型有了进一步的延伸应用,也使得分级诊疗制度效果研究有了经典的理论基础支持。第二,研究使用大型微观数据库作为数据支撑。现有文献虽然多认为分级诊疗是解决“看病难,看病贵”问题的关键举措,但是受实地调查难度限制,以地区小样本统计描述性分析为主。研究依托中国家庭追踪调查(CFPS)2014年和2016年数据,运用大型微观数据库进行大样本的研究分析。第三,实地调研国内典型地区,强化研究的实践意义。调研选择东部发达地区和西部欠发达地区,分别以东部发达省份和西部欠发达省份为例。在东部发达地区调研了医疗监管机构、三甲医院和基层医疗卫生机构,在西部欠发达省份开展了为期一周的问卷调研和访谈,走访了该省的1个市4个乡镇12个村,收集最重要的原始一手数据,增强了研究的实践意义。"	2019-12-01	2019	01		10.27296/d.cnki.gshcu.2019.000165
CMFD2022	利益相关者视角下的医联体管理问题研究	冯敏	南宁师范大学	南宁师范大学	医疗联合体;;利益相关者;;管理	"医疗联合体概念一被提出就被业界乃至社会各界广泛关注。近几年医疗联合体在各个国家大力推行,并且取得了重要成果和成功经验。医疗联合体的建立和发展有利于医疗体制的改革,组建医疗联合体,可以有效的发挥三级医院的专业技术优势,构建社区首诊制、双向转诊的诊疗模式,促进各级医疗卫生机构相互间的分工与协作,合理配置医疗卫生资源。但是目前国内的医疗联合体管理还不成熟,缺乏可以广泛适用的模式、操作的标准和范本式的程序。各利益相关者对医联体的认知较模糊。这都成为了我们亟待解决的问题。本文采用文献研究法、访谈法和问卷调查法等多种研究方法对医联体相关问题进行深入研究。本文运用问卷调查法及访谈法相结合的方式,比较全面的记录了一家基层卫生院—双沟镇中心卫生院以建立医疗联合体为切入点进行的医疗改革探索历程。面对医院的多重运行困境和发展困境,又恰逢从国家到省市出台相关医疗改革政策的出台,双沟中心卫生院做出与市中心医院建立紧密型医疗联合体的决策。本文分析了双沟分院面临的困境,得出建立医疗联合体的必要性和可行性。双沟分院医疗联合体在建设中得到政府和核心医院的大力支持,最终获得“二级综合医院”称号。实现了业务指标持续增长、居民享受更好用药待遇、技术水平明显提高、健全医院管理制度等显著成效。本文又通过文献研究等方法,分析双沟分院医疗联合体实施现状、初步成效及存在问题。本文参照利益相关者理论的研究观点,将医疗联合体的利益相关者分为三个层级即政府、医院、居民(患者)。首先调查医院对医疗联合体的认知情况,结合医院管理者访谈的形式,发现我国目前医疗联合体制度在实施过程中有医院医务人员对政策的认知度不高,医务人员积极性不高,双向转诊通道不顺畅,利益机制不协调以及基层服务能力不足等问题;调查居民(患者)对医疗联合体的了解情况、途径及态度,分析影响居民首诊机构的原因以及对双向转诊的意向等问题。综合以上调查情况,本文提出以下建议:政府需强化联合体政策顶层设计、完善卫生财政政策、加强社会宣传导向、完善药品目录等。医院需合理分配内部利益、建构合理运行机制、加快信息化建设、注重文化引导、完善双向转诊通道、加大人才培养力度等。"	2019-12-01	2019	06		10.27037/d.cnki.ggxsc.2019.000010
CMFD2021	优化基本医疗保险制度促进分级诊疗	陈遥	南昌大学	南昌大学	分级诊疗;;医疗保险;;医保报销;;医保支付	"当前,伴随着全民医保制度的逐步完善和医改工作的不断深化,群众就医需求不断释放,而医疗资源却愈发向上级医疗机构会集的趋势,医疗体系呈现“倒金字塔”形态,人民群众“看病难、看病贵”现象依然存在,问题亟待解决。在当前医疗环境下,医保制度通过在医疗卫生服务中的经济杠杆作用,成为调节各层级医疗服务机构利益关系,促进分级诊疗制度实现的有效工具。本文通过对A市医保制度促进分级诊疗的逻辑关系分析,利用文献研究法归纳分析了国内外医疗保险和分级诊疗关系的研究成果,使用问卷调查法和统计分析法分析了A市分级诊疗实施现状和阻碍因素,指出在促进分级诊疗方面基本医疗保险制度尚且存在的不足之处,并依据A市分级诊疗模式下医保制度效果发挥情况,提出了具有可行性的优化策略建议。基于理论分析和调查问卷结果分析,结合A市实际情况,分析了当前促进分级诊疗的医疗保险制度方面仍存在一些问题:(1)医保制度建设对医疗“需方”引导力不足;(2)医保制度建设对医疗“供方”调节力度不足;(3)医保对分级诊疗缺乏强制制度设计;(4)制度实施过程社会响应度不高。针对这些问题,提出了优化医疗保险制度促进分级诊疗的策略建议:(1)优化医保报销差异化制度;(2)完善医保对医疗机构的支付制度;(3)加强医疗保险制度强制力;(4)提高制度实施社会响应度。希望通过这些优化策略,能够充分发挥医保制度的经济杠杆作用,重新定位医疗保险在医疗卫生体制中的角色,完善与分级诊疗建设相适应的医保制度,使之成为平衡各层级医疗机构医疗资源和患者资源的有效工具。"	2019-12-01	2019	01		10.27232/d.cnki.gnchu.2019.002236
CMFD2021	浙江省县域医疗服务共同体建设试点评估	魏景明	浙江大学	浙江大学	县域;;医共体;;试点;;三统一、三统筹、三强化;;结构-过程-结果;;公平;;效率;;质量;;满意度	"研究目的浙江省于2017年10月在11个地区开展县域医共体建设的试点改革,通过把握―三统一、三统筹、三强化‖的要点,以县级医院为龙头,构建县级医院与乡镇卫生院(社区卫生服务中心)的县域医疗服务共同体,旨在提升基层医疗服务能力,进而提高基层就诊率和县域内就诊率。本研究运用结构-过程-结果研究方法,了解县域医共体关于―三统一、三统筹、三强化‖总体架构实施情况,从公平、效率、质量和满意度四个角度阐述县域医共体试点建设运行一年产生的效果,研究政府、县级医院、基层医院和患者等不同利益者在发生医疗服务过程中的交互作用,发现医共体实施过程中存在的问题,寻找原因,为进一步深化医共体改革提供政策建议。研究方法本研究运用―结构-过程-结果‖的研究方法,通过专家咨询法从管理部门、医方和病方三个角度构建评估框架和指标,从结构、过程、结果三个方面全面地了解浙江省各医共体建设试点的建设情况,以及实施一年取得成效,通过统计描述、数据包络分析以及回归分析等统计方法,寻找医共体建设过程中存在的问题并提出政策建议,为浙江省医共体进一步深化改革提供政策建议。研究结果(结构过程结果)11个试点县各组建了1-4个数量不等的医共体或医疗集团,但各试点都尚未全部完成医共体建设要求,其中东阳市医共体建设相对比较完善。医共体实施一年以来,大部分试点县域内就诊率达到90%,所有试点的基层就诊率虽均未达到65%。在医共体建设过程中,11个试点加大资源投入,改善医保支付方式,提高卫生服务利用,优化县乡两级资源配置结构,基层技术效率增加,均实施临床路径,控制医疗费,加强医共体宣传,使医患双方满意度不断上升。但医共体内部仍存在权责划分不一致,医共体架构脆弱,医疗服务缺乏同质化管理,下沉形式大于内容,医共体效率整体偏低,县乡医疗机构效率均存在问题,双向转诊机制仍然存在问题,需要进一步改善。研究结论医共体试点改革初期取得良好的效果,但仍存在一些问题需要进一步改进。医共体实施一年,各试点尚未按照―三统一、三统筹、三强化‖要求全面完成医共体建设工作,部分试点存在―形式大于内容‖,县乡两级医疗机构尚未形成紧密的医疗共同体;专家下沉存在―行政下沉‖嫌疑,卫生资源配置结构不合理,部分基层医疗机构有待进一步建设;部分医共体规模过大,县级医院技术效率过低,在一定程上造成医共体运行效率低下;县乡两级医疗服务质量差距太大,基层就诊率较低,患者随专家走的现象仍然存在;医务人员对医共体满意度比患者高,医疗费用、住院天数和医疗环境等仍是影响患者满意度的主要因素。"	2019-12-01	2020	02		10.27461/d.cnki.gzjdx.2020.003287
CMFD2021	重庆市江北区家庭医生签约服务存在的问题及对策研究	陈妍媛	重庆大学	重庆大学	家庭医生;;分级诊疗;;签约服务;;对策	"2016年,重庆七部门对外正式发布《关于推进家庭医生签约服务的实施意见》,代表家庭医生签约服务这一政策正式启动。本论文主要以重庆市江北区公立医疗机构以及辖区居民为例,进而对重庆市江北区家庭医生签约服务发展现状予以调研与分析,围绕服务中存在的诸多弊端进行具体探讨,并提出具体对策,提升家庭医生签约服务发展水平,为基本医疗均等化提供保障。抽取一部分江北区辖区内的居民直面访问调研,将其作为样本,对家庭医生签约服务在居民群众中的普及度与满意程度予以统计,采访社区卫生服务中心机构的相关医务人员,立足于供方的视角对当前家庭医生签约服务中存在的问题与困难予以剖析,提出一系列可行性建议对策,为重庆市江北区家庭医生签约服务的优质性与高效性提供保障。总结认为重庆市江北区家庭医生签约服务主要存在签而不能为,家庭履约高质量服务不到位、全科医生培养和基层供给欠缺、服务质量不高,医务人员技术水平参差不齐、医务人员激励考核体系不完善和顶层设计不够周密,配套政策不完善的问题,究其原因主要是由卫生资源配置不合理,存在误配错配、全科医生培养制度不完善、社区医务人员服务能力不足、家庭医生服务激励机制不充分,补偿机制不明确、信息平台构建不完善和政策宣传不到位,居民认知不足、分级诊疗制度推进缓慢、部分社区基层诊疗设施设备落后几方面造成,针对江北区家庭医生签约服务的短板,本文提出了强化顶层设计,有序推进优质卫生资源均衡化配置、完善全科医生培养制度、完善激励与监督体制机制、加强宣传家庭医生相关政策及社会参与性、有效利用智慧医疗互联网信息平台、建立有效区域化医疗联合体、畅通双向转诊通道、完善全科医生晋升制度,实行竞聘上岗。"	2019-12-01	2019	05		10.27670/d.cnki.gcqdu.2019.003370
CMFD2020	瓦房店市家庭医生签约服务现状及对策研究	刘梦娇	大连理工大学	大连理工大学	家庭医生;;家庭医生签约服务;;分级诊疗;;公共卫生服务	"党的十九大报告指出,“深化医药卫生体制改革,全面建立中国特色基本医疗卫生制度、医疗保障制度和优质高效的医疗卫生服务体系,健全现代医院管理制度,加强基层医疗卫生服务体系和全科医生队伍建设。”这是我国医药卫生事业改革及发展的根本遵循,同时,开展家庭医生签约又是我国新医改的一项重点工作。家庭医生在满足居民个性化和多样化健康需求的同时,还推进了我国分级诊疗制度的落实。瓦房店市自2015年起开始启动家庭医生签约工作,随着时间的推移,家庭医生签约的地位逐年提升,政府主导力也在逐步加大,但是整体来说发展相对缓慢,可推广借鉴的先进之处较少,与先进的省份、城市相比仍有较大差距。论文运用文献调查法、访谈法、问卷调查法等对国内外家庭医生签约模式进行了梳理;总结归纳了瓦房店市家庭医生签约服务的整体概况和探索历程;利用统计分析方法对瓦房店市家庭医生签约服务的实施及其对医疗卫生服务的影响进行了分析。同时,针对瓦房店市家庭医生签约服务的医疗资源分配不合理、居民对家庭医生知晓度不高、人才引进与培养机制不灵活、家庭医生签约服务信息化平台匮乏等问题进行深层次剖析,为瓦房店市家庭医生签约服务、地方性分级诊疗服务质量提升及区域性医疗卫生体系建构提供了一个新的视角。通过对上述问题的梳理及分析,提出了通过合理优化资源配置、完善整体推进方案、健全人才引进与培养机制、加快信息化平台搭建等对策建议,对强化基层医疗卫生机构公共服务职能、促进医疗资源下沉、患者有效分流、提升基层医疗机构服务能力等方面具有借鉴意义。"	2019-12-01	2019	08		10.26991/d.cnki.gdllu.2019.004079
